"","X","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"3930",3930,"BOY A","R","Drama",2007,"1h39m",88,87
"3931",3931,"A BOY AND HIS DOG","R","Comedy, Cult Movies, Drama, Mystery & Suspense, Science Fiction & Fantasy",1975,"1h31m",76,63
"3932",3932,"BOY AND THE WORLD (O MENINO E O MUNDO)","PG","Animation, Art House & International",2015,"1h20m",93,77
"3933",3933,"BOY CULTURE","NR","Comedy, Drama, Gay & Lesbian",2007,"1h28m",70,70
"3934",3934,"BOY ERASED","R","Drama",2018,"1h55m",81,74
"3935",3935,"THE BOY FRIEND","G","Comedy, Musical & Performing Arts, Romance",1971,"2h16m",83,69
"3936",3936,"THE BOY IN THE STRIPED PAJAMAS (THE BOY IN THE STRIPED PYJAMAS)","PG-13","Drama",2008,"1h34m",64,85
"3937",3937,"BOY MEETS GIRL","NR","Comedy, Drama, Romance",2015,"1h35m",88,80
"3938",3938,"A BOY NAMED CHARLIE BROWN","G","Animation, Kids & Family",1969,"1h25m",95,86
"3939",3939,"THE BOY WHO COULD FLY","PG","Drama, Kids & Family, Science Fiction & Fantasy",1986,"1h48m",63,69
"3940",3940,"BOY WONDER","R","Action & Adventure, Drama, Mystery & Suspense",2011,"1h33m",57,62
"3941",3941,"BOYHOOD","R","Drama",2014,"2h45m",97,81
"3942",3942,"BOYNTON BEACH CLUB","R","Comedy, Drama",2006,"1h45m",60,42
"3943",3943,"BOYS AND GIRLS","PG-13","Comedy, Romance",2000,"1h34m",11,50
"3944",3944,"BOYS DON'T CRY","R","Drama",1999,"1h59m",88,87
"3945",3945,"BOYS OF ABU GHRAIB","R","Drama, Mystery & Suspense",2014,"1h42m",30,62
"3946",3946,"BOYS ON THE SIDE","R","Comedy, Drama",1995,"1h57m",74,69
"3947",3947,"THE BOYS: THE SHERMAN BROTHERS' STORY","PG","Documentary, Musical & Performing Arts, Television",2009,"1h41m",90,87
"3948",3948,"BOYS TOWN","G","Classics, Drama",1938,"1h36m",90,81
"3949",3949,"BOYZ N THE HOOD","R","Drama",1991,"1h52m",96,93
"3950",3950,"BRA BOYS","R","Documentary, Special Interest",2008,"1h30m",59,71
"3951",3951,"BRAD PAISLEY'S COMEDY RODEO","NR","Comedy",NA,"",60,NA
"3952",3952,"BRAD'S STATUS","R","Comedy, Drama",2017,"1h42m",79,55
"3953",3953,"BRAHMAN NAMAN","NR","Comedy",NA,"1h35m",75,45
"3954",3954,"BRAHMS: THE BOY II","PG-13","Horror, Mystery & Suspense",2020,"1h26m",9,44
"3955",3955,"BRAID","R","Horror, Mystery & Suspense",2019,"1h22m",87,60
"3956",3956,"BRAIN DAMAGE","R","Comedy, Horror",1988,"1h34m",67,63
"3957",3957,"BRAIN DEAD","R","Drama, Horror, Science Fiction & Fantasy",1989,"1h25m",17,69
"3958",3958,"BRAIN DONORS","PG","Comedy",1992,"1h19m",45,85
"3959",3959,"BRAIN ON FIRE","PG-13","Drama",2018,"1h35m",13,67
"3960",3960,"BRAINSCAN","R","Horror, Science Fiction & Fantasy",1994,"1h35m",19,60
"3961",3961,"BRAKE","R","Action & Adventure, Mystery & Suspense",2012,"1h32m",44,40
"3962",3962,"BRAMPTON'S OWN","NR","Drama",2018,"1h30m",40,59
"3963",3963,"BRAN NUE DAE","PG-13","Comedy, Musical & Performing Arts",2010,"1h28m",56,52
"3964",3964,"BRANDED","R","Drama, Mystery & Suspense, Science Fiction & Fantasy",2012,"1h46m",9,24
"3965",3965,"BRANDED TO KILL","NR","Action & Adventure, Art House & International, Drama",1967,"1h31m",100,84
"3966",3966,"THE BRANDON TEENA STORY","NR","Documentary, Special Interest",1998,"1h29m",69,68
"3967",3967,"BRANNIGAN","R","Action & Adventure, Classics, Drama, Mystery & Suspense",1975,"1h51m",20,40
"3968",3968,"BRATZ: THE MOVIE","PG","Comedy, Kids & Family",2007,"1h50m",10,46
"3969",3969,"THE BRAVADOS","NR","Classics, Drama, Western",1958,"1h38m",100,67
"3970",3970,"BRAVE","PG","Animation, Comedy, Kids & Family",2012,"1h33m",78,75
"3971",3971,"BRAVE LITTLE TOASTER TO THE RESCUE","NR","Animation, Kids & Family",1999,"1h14m",40,47
"3972",3972,"BRAVE NEW JERSEY","NR","Comedy",2017,"1h31m",47,37
"3973",3973,"THE BRAVE ONE","R","Action & Adventure, Drama, Mystery & Suspense",2007,"2h2m",43,64
"3974",3974,"BRAVEN","R","Action & Adventure, Drama",2018,"1h34m",77,76
"3975",3975,"BRAVETOWN","R","Romance",2015,"1h50m",25,47
"3976",3976,"BRAWL IN CELL BLOCK 99","NR","Action & Adventure, Mystery & Suspense",2017,"2h12m",91,74
"3977",3977,"BREACH","PG-13","Drama, Mystery & Suspense",2007,"1h50m",84,67
"3978",3978,"BREAD & TULIPS","PG-13","Art House & International, Comedy, Drama, Romance",2001,"1h54m",71,86
"3979",3979,"BREAK KE BAAD","NR","Art House & International, Comedy, Drama, Romance",2010,"1h53m",17,33
"3980",3980,"BREAK POINT","R","Comedy",2015,"1h30m",71,52
"3981",3981,"THE BREAK-UP","PG-13","Comedy, Drama, Romance",2006,"1h47m",34,46
"3982",3982,"'BREAKER' MORANT","PG","Art House & International, Drama",1980,"1h47m",100,91
"3983",3983,"BREAKFAST AT TIFFANY'S","NR","Classics, Comedy, Drama, Romance",1961,"1h55m",88,91
"3984",3984,"THE BREAKFAST CLUB","R","Comedy, Drama",1985,"1h32m",89,92
"3985",3985,"BREAKFAST WITH SCOT","PG-13","Comedy, Drama",2007,"1h33m",54,64
"3986",3986,"BREAKHEART PASS","PG","Action & Adventure, Mystery & Suspense, Western",1975,"1h35m",60,59
"3987",3987,"BREAKIN' ALL THE RULES","PG-13","Comedy, Romance",2004,"1h25m",31,57
"3988",3988,"BREAKING A MONSTER","NR","Documentary",2016,"1h33m",100,58
"3989",3989,"BREAKING AND ENTERING","R","Drama",2007,"1h59m",34,52
"3990",3990,"BREAKING & EXITING","NR","Comedy",2018,"1h18m",0,69
"3991",3991,"BREAKING AWAY","PG","Comedy, Drama",1979,"1h40m",95,88
"3992",3992,"BREAKING IN","PG-13","Mystery & Suspense",2018,"1h28m",27,32
"3993",3993,"DAAI SI GIN (BREAKING NEWS)","NR","Action & Adventure, Drama",2006,"1h29m",79,65
"3994",3994,"BREAKING THE GIRLS","NR","Drama, Mystery & Suspense, Special Interest",2013,"1h23m",11,29
"3995",3995,"BREAKING THE WAVES","R","Art House & International, Drama, Romance",1996,"2h39m",85,91
"3996",3996,"BREAKING UPWARDS","NR","Drama, Romance",2010,"1h28m",60,57
"3997",3997,"BREAKTHROUGH","PG","Drama",2019,"1h56m",63,79
"3998",3998,"BREAKUP AT A WEDDING","PG-13","Comedy",2013,"1h25m",67,65
"3999",3999,"BREATH OF THE GODS","NR","Documentary, Special Interest",NA,"1h45m",50,91
"4000",4000,"BREATHE","PG-13","Drama, Romance",2017,"1h57m",67,71
"4001",4001,"BREATHE IN","R","Drama, Romance",2014,"1h37m",56,41
"4002",4002,"BREATHLESS","R","Drama",1961,"1h30m",97,90
"4003",4003,"BREEZY","R","Classics, Drama, Romance",1973,"1h48m",67,66
"4004",4004,"BRIAN BANKS","PG-13","Drama",2019,"1h39m",62,97
"4005",4005,"BRICK","R","Action & Adventure, Drama, Horror, Mystery & Suspense",2006,"1h49m",80,86
"4006",4006,"BRICK LANE","PG-13","Drama",2008,"1h41m",68,60
"4007",4007,"BRICK MANSIONS","PG-13","Action & Adventure, Drama",2014,"1h30m",26,47
"4008",4008,"THE BRIDE","PG-13","Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",1985,"1h58m",25,33
"4009",4009,"BRIDE AND PREJUDICE","PG-13","Comedy, Musical & Performing Arts, Romance",2005,"1h50m",64,70
"4010",4010,"BRIDE FLIGHT","R","Art House & International, Classics, Drama",2011,"2h10m",67,75
"4011",4011,"BRIDE OF CHUCKY","R","Action & Adventure, Horror",1998,"1h29m",46,46
"4012",4012,"THE BRIDE OF FRANKENSTEIN","NR","Classics, Horror, Science Fiction & Fantasy, Special Interest",1935,"1h15m",98,87
"4013",4013,"BRIDE OF RE-ANIMATOR","R","Comedy, Horror, Science Fiction & Fantasy",1990,"1h37m",40,45
"4014",4014,"BRIDE OF THE GORILLA","NR","Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",1951,"1h16m",40,25
"4015",4015,"BRIDE OF THE MONSTER","NR","Horror, Science Fiction & Fantasy",1955,"1h8m",45,28
"4016",4016,"BRIDE OF THE WIND","R","Drama, Musical & Performing Arts",2001,"1h39m",11,38
"4017",4017,"BRIDE WARS","PG","Comedy",2009,"1h30m",11,51
"4018",4018,"BRIDEGROOM","R","Documentary, Special Interest",2013,"1h19m",85,87
"4019",4019,"THE BRIDES OF DRACULA","G","Classics, Horror",1960,"1h25m",75,61
"4020",4020,"BRIDESHEAD REVISITED","PG-13","Drama",2008,"2h14m",62,52
"4021",4021,"BRIDESMAIDS","R","Comedy",2011,"2h5m",90,76
"4022",4022,"BRIDGE OF SPIES","PG-13","Drama, Mystery & Suspense",2015,"2h21m",90,87
"4023",4023,"THE BRIDGE ON THE RIVER KWAI","PG","Action & Adventure, Classics, Drama",1957,"2h41m",95,93
"4024",4024,"BRIDGE TO TERABITHIA","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy",2007,"1h36m",85,70
"4025",4025,"A BRIDGE TOO FAR","PG","Action & Adventure, Drama",1977,"2h59m",64,86
"4026",4026,"THE BRIDGES AT TOKO-RI","NR","Action & Adventure, Classics, Drama, Romance",1954,"1h43m",80,61
"4027",4027,"THE BRIDGES OF MADISON COUNTY","PG-13","Drama, Romance",1995,"2h15m",90,87
"4028",4028,"BRIDGET JONES'S DIARY","R","Comedy, Romance",2001,"1h32m",80,81
"4029",4029,"BRIDGET JONES: THE EDGE OF REASON","R","Comedy, Drama, Romance",2004,"1h46m",27,60
"4030",4030,"BRIDGET JONES'S BABY","R","Comedy, Romance",2016,"2h2m",78,65
"4031",4031,"A BRIEF HISTORY OF TIME","G","Documentary, Special Interest",1992,"1h24m",94,81
"4032",4032,"BRIEF INTERVIEWS WITH HIDEOUS MEN","NR","Comedy, Drama",2009,"1h20m",40,32
"4033",4033,"BRIGADOON","G","Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1954,"1h48m",85,72
"4034",4034,"BRIGHT","NR","Drama",2017,"1h57m",28,83
"4035",4035,"BRIGHT EYES","PG","Action & Adventure, Classics, Comedy, Documentary, Drama, Musical & Performing Arts",1934,"1h23m",83,75
"4036",4036,"BRIGHT LEAVES","NR","Documentary, Special Interest",2004,"1h47m",86,72
"4037",4037,"BRIGHT LIGHTS: STARRING CARRIE FISHER AND DEBBIE REYNOLDS","NR","Documentary",2017,"1h35m",100,86
"4038",4038,"BRIGHT STAR","PG","Drama, Romance",2009,"1h59m",83,68
"4039",4039,"BRIGHT YOUNG THINGS","R","Comedy, Drama",2004,"1h45m",65,67
"4040",4040,"BRIGHTBURN","R","Horror, Science Fiction & Fantasy",2019,"1h31m",58,67
"4041",4041,"BRIGHTEST STAR","NR","Comedy, Drama, Romance",2014,"1h20m",13,24
"4042",4042,"BRIGHTON BEACH MEMOIRS","PG-13","Comedy, Drama",1986,"1h48m",69,79
"4043",4043,"BRIGHTON ROCK","R","Drama, Mystery & Suspense",2011,"1h51m",51,33
"4044",4044,"BRIGSBY BEAR","PG-13","Comedy",2017,"1h37m",82,86
"4045",4045,"BRILLIANT LIES","R","Drama",1996,"1h33m",80,23
"4046",4046,"BRIMSTONE","R","Art House & International, Mystery & Suspense, Western",2017,"2h28m",42,53
"4047",4047,"BRING IT ON","PG-13","Comedy",2000,"1h38m",63,66
"4048",4048,"BRING IT ON: ALL OR NOTHING","PG-13","Comedy",2006,"1h39m",20,70
"4049",4049,"BRING ME THE HEAD OF THE MACHINE GUN WOMAN (TRÁIGANME LA CABEZA DE LA MUJER METRALLETA)","NR","Action & Adventure",NA,"1h15m",50,43
"4050",4050,"BRINGING DOWN THE HOUSE","PG-13","Comedy",2003,"1h45m",34,49
"4051",4051,"BRINGING OUT THE DEAD","R","Drama, Mystery & Suspense",1999,"2h2m",72,70
"4052",4052,"BRINGING UP BABY","NR","Classics, Comedy, Romance",1938,"1h42m",93,89
"4053",4053,"BRINGING UP BOBBY","PG-13","Comedy, Kids & Family",2012,"1h33m",17,34
"4054",4054,"BRITANNIA HOSPITAL","R","Art House & International, Comedy, Drama",2001,"1h56m",50,55
"4055",4055,"BRITT-MARIE WAS HERE","NR","Comedy, Drama, Sports & Fitness",2019,"1h34m",70,40
"4056",4056,"BROADCAST NEWS","R","Comedy, Drama",1987,"2h12m",98,79
"4057",4057,"BROADWAY DAMAGE","NR","Art House & International, Comedy, Gay & Lesbian",1997,"1h50m",29,50
"4058",4058,"BROADWAY DANNY ROSE","PG","Comedy, Romance",1984,"1h26m",100,84
"4059",4059,"BROADWAY IDIOT","NR","Documentary, Musical & Performing Arts, Special Interest",2013,"1h21m",65,72
"4060",4060,"THE BROADWAY MELODY","NR","Musical & Performing Arts, Romance",1929,"1h50m",33,21
"4061",4061,"BROADWAY: THE GOLDEN AGE","NR","Documentary, Musical & Performing Arts, Special Interest",2004,"1h49m",83,92
"4062",4062,"BROKEBACK MOUNTAIN","R","Drama, Romance",2005,"2h14m",87,82
"4063",4063,"BROKEDOWN PALACE","PG-13","Drama, Mystery & Suspense",1999,"1h40m",31,66
"4064",4064,"BROKEN","NR","Documentary, Drama, Special Interest",2013,"1h30m",63,73
"4065",4065,"BROKEN CITY","R","Drama",2013,"1h48m",28,40
"4066",4066,"BROKEN EMBRACES","R","Art House & International, Comedy, Drama, Mystery & Suspense",2009,"2h8m",81,75
"4067",4067,"BROKEN ENGLISH","PG-13","Art House & International, Comedy, Drama",2007,"1h37m",64,62
"4068",4068,"BROKEN FLOWERS","R","Comedy, Drama, Mystery & Suspense",2005,"1h47m",87,70
"4069",4069,"THE BROKEN HEARTS CLUB","R","Comedy, Drama, Romance, Gay & Lesbian",2000,"1h34m",62,72
"4070",4070,"BROKEN HORSES","R","Action & Adventure, Drama",2015,"1h41m",25,43
"4071",4071,"BROKEN LANCE","NR","Classics, Drama, Western, Romance",1954,"1h36m",92,60
"4072",4072,"BROKEN TOWER","NR","Art House & International, Drama",2012,"1h48m",20,18
"4073",4073,"BRONCO BILLY","PG","Comedy",1980,"1h56m",75,48
"4074",4074,"BRONSON","R","Action & Adventure, Drama",2009,"1h32m",76,74
"4075",4075,"A BRONX TALE","R","Drama",1993,"2h2m",97,93
"4076",4076,"THE BROOD","R","Horror, Science Fiction & Fantasy",1979,"1h32m",83,68
"4077",4077,"BROOKLYN","PG-13","Drama",2015,"1h52m",97,87
"4078",4078,"BROOKLYN CASTLE","PG","Documentary, Special Interest",2012,"1h41m",96,81
"4079",4079,"BROOKLYN LOBSTER","R","Comedy, Drama",2005,"1h30m",44,61
"4080",4080,"BROOKLYN RULES","R","Comedy, Drama",2007,"1h39m",45,51
"4081",4081,"BROOKLYN'S FINEST","R","Action & Adventure, Drama",2010,"2h5m",45,46
"4082",4082,"BROTHER (HERMANO)","NR","Art House & International, Drama, Kids & Family, Sports & Fitness",2012,"1h36m",54,82
"4083",4083,"BROTHER BEAR","G","Animation, Kids & Family",2003,"1h25m",37,65
"4084",4084,"BROTHER BEAR 2","G","Animation, Kids & Family",2006,"1h14m",50,56
"4085",4085,"BROTHER NATURE","R","Comedy",2016,"1h37m",57,30
"4086",4086,"BROTHER SUN, SISTER MOON (FRATELLO SOLE, SORELLA LUNA)","PG","Classics, Drama, Faith & Spirituality",1972,"2h1m",42,77
"4087",4087,"BROTHER TO BROTHER","NR","Drama",2004,"1h34m",77,74
"4088",4088,"BROTHERHOOD","R","Drama, Mystery & Suspense",2011,"1h16m",54,54
"4089",4089,"THE BROTHERHOOD OF SATAN","PG","Classics, Drama, Horror",1971,"1h32m",0,33
"4090",4090,"BROTHERS","R","Art House & International, Drama",2004,"1h50m",89,86
"4091",4091,"BROTHERS AT WAR","R","Documentary, Special Interest",2009,"1h52m",70,68
"4092",4092,"THE BROTHERS BLOOM","PG-13","Action & Adventure, Comedy, Drama, Romance",2009,"1h49m",68,64
"4093",4093,"THE BROTHERS GRIMM","PG-13","Action & Adventure, Comedy, Science Fiction & Fantasy",2005,"1h54m",38,39
"4094",4094,"BROTHERS HYPNOTIC","NR","Documentary, Special Interest",2014,"1h20m",100,55
"4095",4095,"BROTHER'S JUSTICE","NR","Comedy, Drama",2011,"1h26m",0,23
"4096",4096,"THE BROTHERS KARAMAZOV","PG","Classics, Drama",1957,"2h26m",30,60
"4097",4097,"THE BROTHERS MCMULLEN","R","Comedy, Drama, Romance",1995,"1h38m",89,60
"4098",4098,"BROTHERS OF THE HEAD","R","Comedy, Drama, Musical & Performing Arts",2006,"1h30m",69,66
"4099",4099,"THE BROTHERS SOLOMON","R","Comedy",2007,"1h33m",15,31
"4100",4100,"BROWN SUGAR","PG-13","Comedy, Drama, Romance",2002,"1h49m",66,90
"4101",4101,"BRUBAKER","R","Drama",1980,"2h12m",75,73
"4102",4102,"BRUCE ALMIGHTY","PG-13","Comedy, Science Fiction & Fantasy",2003,"1h41m",48,57
"4103",4103,"BRUISER","R","Art House & International, Horror, Mystery & Suspense",2000,"1h36m",67,30
"4104",4104,"BRUNO","R","Comedy",2009,"1h22m",67,41
"4105",4105,"BRUNO","PG-13","Comedy, Drama",2000,"1h48m",20,68
"4106",4106,"BRÚÐGUMINN (WHITE NIGHT WEDDING)","NR","Art House & International, Comedy, Drama",2008,"1h36m",29,58
"4107",4107,"BRUSH WITH DANGER","NR","Action & Adventure, Drama, Mystery & Suspense",2014,"1h30m",20,43
"4108",4108,"BRUTE FORCE","G","Classics, Drama",1947,"1h38m",94,87
"4109",4109,"BUBBA HO-TEP","R","Comedy, Horror",2003,"1h32m",78,79
"4110",4110,"BUBBLE BOY","PG-13","Comedy",2001,"1h24m",31,48
"4111",4111,"BUCK","PG","Documentary, Special Interest",2011,"1h28m",90,89
"4112",4112,"THE BUCKET LIST","PG-13","Action & Adventure, Comedy, Drama",2007,"1h37m",41,77
"4113",4113,"A BUCKET OF BLOOD","NR","Comedy, Horror, Mystery & Suspense",1959,"1h6m",71,68
"4114",4114,"BUCKY LARSON: BORN TO BE A STAR","R","Comedy",2011,"1h36m",3,25
"4115",4115,"THE BUDDY HOLLY STORY","PG","Drama, Musical & Performing Arts",1978,"1h53m",100,77
"4116",4116,"BUDDYMOON","NR","Comedy",2016,"1h20m",75,58
"4117",4117,"BUDRUS","NR","Action & Adventure, Art House & International, Documentary, Drama, Special Interest",2010,"1h18m",88,91
"4118",4118,"BUENA VISTA SOCIAL CLUB: ADIOS","PG","Documentary",2017,"1h50m",70,73
"4119",4119,"BUFFALO '66","R","Art House & International, Comedy, Drama",1998,"1h52m",76,88
"4120",4120,"BUFFALO BILL AND THE INDIANS, OR SITTING BULL'S HISTORY LESSON","PG","Classics, Comedy, Western",1976,"2h3m",67,49
"4121",4121,"BUFFALO BOYS","NR","Action & Adventure, Art House & International",2019,"1h42m",79,39
"4122",4122,"BUFFALO GIRLS","NR","Documentary, Special Interest",2012,"1h6m",44,53
"4123",4123,"BUFFALO SOLDIERS","R","Comedy, Drama, Mystery & Suspense",2001,"1h38m",73,72
"4124",4124,"BUFFY THE VAMPIRE SLAYER","PG-13","Action & Adventure, Comedy, Horror",1992,"1h26m",35,43
"4125",4125,"BUG","R","Drama, Mystery & Suspense",2006,"1h42m",62,34
"4126",4126,"BUGS!","NR","Art House & International, Documentary",2003,"0h40m",82,58
"4127",4127,"A BUG'S LIFE","G","Animation, Kids & Family, Science Fiction & Fantasy",1998,"1h36m",92,73
"4128",4128,"BUGSY","R","Drama",1991,"2h15m",85,69
"4129",4129,"BUGSY MALONE","G","Comedy, Drama, Kids & Family, Musical & Performing Arts",1976,"1h33m",83,81
"4130",4130,"BUKOWSKI: BORN INTO THIS","R","Documentary, Special Interest",2003,"2h10m",84,89
"4131",4131,"BULL","NR","Drama",2020,"1h48m",90,70
"4132",4132,"BULL DURHAM","R","Comedy, Drama, Romance",1988,"1h48m",97,82
"4133",4133,"BULLET","NR","Action & Adventure, Drama, Mystery & Suspense",NA,"1h22m",11,13
"4134",4134,"BULLET HEAD","R","Drama",2017,"1h33m",59,31
"4135",4135,"BULLET TO THE HEAD","R","Action & Adventure, Mystery & Suspense",2013,"1h31m",45,39
"4136",4136,"BULLETPROOF HEART","R","Drama, Mystery & Suspense",1995,"1h35m",63,64
"4137",4137,"BULLETPROOF MONK","PG-13","Action & Adventure, Comedy",2003,"1h44m",23,38
"4138",4138,"BULLITT","PG","Action & Adventure, Classics, Drama, Mystery & Suspense",1968,"1h53m",97,85
"4139",4139,"BULLY","R","Art House & International, Drama",2001,"1h47m",55,69
"4140",4140,"BULLY","PG-13","Documentary, Special Interest",2012,"1h39m",85,78
"4141",4141,"BULWORTH","R","Comedy, Drama, Romance",1998,"1h46m",76,68
"4142",4142,"BUMBLEBEE","PG-13","Action & Adventure, Science Fiction & Fantasy",2018,"1h54m",91,74
"4143",4143,"BUNNY AND THE BULL","NR","Comedy, Science Fiction & Fantasy",NA,"1h41m",67,65
"4144",4144,"BUNNY LAKE IS MISSING","NR","Classics, Drama, Mystery & Suspense",1965,"1h47m",87,78
"4145",4145,"BUNRAKU","R","Action & Adventure, Drama",2011,"2h1m",17,49
"4146",4146,"BUNTY AUR BABLI","R","Action & Adventure, Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",2005,"2h50m",83,77
"4147",4147,"BURDEN","NR","Documentary",2017,"1h28m",97,93
"4148",4148,"BURDEN","R","Drama",2020,"2h9m",51,97
"4149",4149,"BURDEN OF DREAMS","R","Documentary, Musical & Performing Arts, Television",1982,"1h35m",94,91
"4150",4150,"BURIED","R","Mystery & Suspense",2010,"1h34m",87,65
"4151",4151,"BURKE AND HARE","R","Art House & International, Comedy, Mystery & Suspense",2011,"1h31m",33,35
"4152",4152,"BURLESQUE","PG-13","Drama, Musical & Performing Arts, Romance",2010,"1h56m",37,64
"4153",4153,"BURMA VJ: REPORTER I ET LUKKET LAND (BURMA VJ: REPORTING FROM A CLOSED COUNTRY)","NR","Art House & International, Documentary, Special Interest",2008,"1h24m",97,91
"4154",4154,"BURN!","PG-13","Drama",1969,"1h52m",86,81
"4155",4155,"BURN","NR","Documentary, Special Interest",2012,"1h26m",100,91
"4156",4156,"BURN","R","Mystery & Suspense",2019,"1h28m",58,44
"4157",4157,"BURN AFTER READING","R","Comedy, Drama",2008,"1h35m",78,65
"4158",4158,"BURN COUNTRY","NR","Drama",2016,"1h43m",60,41
"4159",4159,"NIGHT OF THE EAGLE (BURN, WITCH, BURN! )","NR","Horror",1962,"1h30m",80,65
"4160",4160,"BURN YOUR MAPS","PG-13","Action & Adventure, Comedy, Drama",2019,"1h42m",64,82
"4161",4161,"BURNING PALMS","R","Comedy, Drama",2011,"1h52m",38,35
"4162",4162,"BURNING (BEONING)","NR","Art House & International, Drama, Mystery & Suspense",2018,"2h28m",95,80
"4163",4163,"BURNING ANNIE","R","Art House & International, Comedy, Drama",2003,"1h35m",50,38
"4164",4164,"BURNING BLUE","R","Drama, Romance",2014,"1h44m",25,52
"4165",4165,"BURNING DOG","NR","Action & Adventure, Comedy, Mystery & Suspense",NA,"1h29m",100,NA
"4166",4166,"BURNING MAN","NR","Art House & International, Comedy, Drama, Romance",2012,"1h49m",77,64
"4167",4167,"THE BURNING PLAIN","R","Drama, Romance",2009,"1h46m",38,56
"4168",4168,"BURNING SANDS","NR","Drama",2017,"1h36m",88,60
"4169",4169,"BURNT","R","Comedy",2015,"1h40m",28,44
"4170",4170,"BURNT BY THE SUN","R","Art House & International, Comedy, Drama",1994,"2h14m",80,94
"4171",4171,"BURNT OFFERINGS","R","Horror",1976,"1h56m",54,43
"4172",4172,"BURTON AND TAYLOR","PG","Drama",NA,"1h23m",100,61
"4173",4173,"BURT'S BUZZ","NR","Documentary, Special Interest",2014,"1h28m",79,49
"4174",4174,"BURYING THE EX","R","Comedy, Horror, Romance",2015,"1h25m",28,30
"4175",4175,"BUSCO NOVIO PARA MI MUJER","PG-13","Comedy",2016,"1h32m",78,68
"4176",4176,"BUSHWICK","NR","Action & Adventure, Drama",2017,"1h34m",48,31
"4177",4177,"THE BUSINESS OF BEING BORN","PG","Documentary, Special Interest",2008,"1h27m",81,85
"4178",4178,"THE BUSINESS OF STRANGERS","R","Drama",2001,"1h24m",81,51
"4179",4179,"BUSTER'S MAL HEART","NR","Drama, Mystery & Suspense",2017,"1h38m",70,56
"4180",4180,"BUSTIN' LOOSE","R","Action & Adventure, Comedy",1981,"1h34m",60,61
"4181",4181,"BUT I'M A CHEERLEADER","R","Comedy",2000,"1h21m",40,74
"4182",4182,"THE BUTCHER BOY","R","Comedy, Drama",1997,"1h46m",77,82
"4183",4183,"BUTCHER BOYS","R","Action & Adventure, Horror",2013,"1h33m",0,20
"4184",4184,"LA SOGA (THE BUTCHER'S SON)","R","Action & Adventure, Art House & International, Drama",2010,"1h42m",44,73
"4185",4185,"THE BUTCHER'S WIFE","PG-13","Comedy, Science Fiction & Fantasy, Romance",1991,"1h47m",25,29
"4186",4186,"BUTT BOY","NR","Comedy, Mystery & Suspense, Science Fiction & Fantasy",NA,"1h39m",70,67
"4187",4187,"BUTTER","R","Comedy, Drama",2012,"1h30m",34,44
"4188",4188,"BUTTERFIELD 8","NR","Classics, Drama",1960,"1h49m",47,57
"4189",4189,"BUTTERFLIES ARE FREE","PG","Classics, Comedy, Drama, Romance",1972,"1h49m",69,81
"4190",4190,"THE BUTTERFLY EFFECT","R","Drama, Mystery & Suspense, Science Fiction & Fantasy",2004,"1h53m",33,81
"4191",4191,"BUTTERFLY GIRL","NR","Documentary, Special Interest",2015,"1h18m",100,93
"4192",4192,"BUTTERFLY KISS","R","Art House & International, Comedy, Drama",1996,"1h25m",77,60
"4193",4193,"BWOY","NR","Drama",2017,"1h25m",88,50
"4194",4194,"BY HOOK OR BY CROOK","NR","Comedy, Drama, Romance, Gay & Lesbian, Sports & Fitness",2002,"1h38m",64,77
"4195",4195,"BY THE GRACE OF GOD (GRÂCE À DIEU)","NR","Drama",2019,"2h17m",96,77
"4196",4196,"BY THE GUN","R","Drama, Mystery & Suspense",2014,"1h49m",40,19
"4197",4197,"BY THE SEA","R","Drama, Romance",2015,"2h2m",34,28
"4198",4198,"BYZANTIUM","R","Art House & International, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",2013,"1h58m",66,51
"4199",4199,"THE C WORD","NR","Documentary",2016,"1h29m",100,94
"4200",4200,"CABARET","PG","Classics, Drama, Musical & Performing Arts",1972,"2h4m",93,87
"4201",4201,"CABARET BALKAN (BURE BARUTA)","R","Art House & International, Comedy, Drama",1999,"1h42m",79,85
"4202",4202,"CABIN BOY","PG-13","Comedy",1994,"1h20m",46,42
"4203",4203,"CABIN FEVER","R","Horror",2016,"1h39m",0,12
"4204",4204,"CABIN FEVER 3: PATIENT ZERO","NR","Horror, Mystery & Suspense",2014,"1h34m",24,14
"4205",4205,"CABIN IN THE SKY","NR","Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1943,"1h38m",85,81
"4206",4206,"CABIRIA","NR","Art House & International, Classics, Drama",1914,"2h3m",96,69
"4207",4207,"THE CABLE GUY","PG-13","Comedy",1996,"1h31m",54,51
"4208",4208,"CACHÉ","R","Art House & International, Drama, Mystery & Suspense",2005,"",89,78
"4209",4209,"CACTUS FLOWER","PG","Classics, Comedy",1969,"1h43m",88,81
"4210",4210,"CADDYSHACK","R","Comedy, Special Interest",1980,"1h38m",73,87
"4211",4211,"CADDYSHACK II","PG","Comedy",1988,"1h38m",4,18
